"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"PNM","PACIFIC NICKEL MINES LIMITED","Materials","26/11/2002","SUSPENDED"
"PNN","POWER MINERALS LIMITED","Materials","15/04/2005",7387039
"PNR","PANTORO GOLD LIMITED","Materials","21/05/1987",1417030752
"PNT","PANTHER METALS LTD","Materials","10/12/2021",4212664
"PNV","POLYNOVO LIMITED","Health Care Equipment & Services","26/11/1998",925729608
"POD","PODIUM MINERALS LIMITED","Materials","28/02/2018",18398086
"POL","POLYMETALS RESOURCES LTD","Materials","29/06/2021",217930717
"PPC","PEET LIMITED","Real Estate Management & Development","05/08/2004",772462277
"PPE","PEOPLEIN LIMITED","Commercial & Professional Services","22/11/2017",64670887
"PPG","PRO-PAC PACKAGING LIMITED","Materials","27/04/2005",3088691
"PPK","PPK GROUP LIMITED","Materials","21/12/1994",26789687
"PPL","PUREPROFILE LTD","Media & Entertainment","29/07/2015",48881362
"PPM","PEPPER MONEY LIMITED","Financial Services","25/05/2021",821068138
"PPS","PRAEMIUM LIMITED","Software & Services","11/05/2006",336789198
"PPT","PERPETUAL LIMITED","Financial Services","24/06/1964",2090520162
"PPY","PAPYRUS AUSTRALIA LIMITED","Materials","15/04/2005",8017544
"PR1","PURE RESOURCES LIMITED","Materials","21/04/2022",5060967
"PR2","PICHE RESOURCES LIMITED","Not Applic","15/07/2024",16006684
"PRG","PRL GLOBAL LTD","Materials","24/07/1987","--"
"PRM","PROMINENCE ENERGY LIMITED","Energy","23/01/1992",1167529
"PRN","PERENTI LIMITED","Materials","06/01/1994",1500384379
"PRO","PROPHECY INTERNATIONAL HOLDINGS LIMITED","Software & Services","22/04/1998",32080786
"PRS","PROSPECH LIMITED.","Materials","04/12/2020",6576518
"PRU","PERSEUS MINING LIMITED","Materials","22/09/2004",5379734403
"PRX","PRODIGY GOLD NL","Materials","21/08/1986",7937639
"PSC","PROSPECT RESOURCES LIMITED","Materials","04/12/2009",94975325
"PSL","PATERSON RESOURCES LTD","Materials","18/10/2006",5928492
"PSQ","PACIFIC SMILES GROUP LIMITED","Health Care Equipment & Services","21/11/2014",291731269
"PTL","PRESTAL HOLDINGS LIMITED","Household & Personal Products","29/08/2000",8352515
"PTM","PLATINUM ASSET MANAGEMENT LIMITED","Financial Services","23/05/2007",328924421
"PTN","PATRONUS RESOURCES LIMITED","Materials","02/10/2013",85144686
"PTR","PETRATHERM LTD","Materials","27/07/2004",103684431
"PTX","PRESCIENT THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","19/12/1986",38655350
"PUA","PEAK MINERALS LIMITED","Materials","17/07/2003",61761068
"PUR","PURSUIT MINERALS LTD","Materials","10/09/2008",4288560
"PV1","PROVARIS ENERGY LTD","Energy","21/03/2005",6980013
"PVE","PO VALLEY ENERGY LIMITED","Energy","14/12/2004",46358465
"PVL","POWERHOUSE VENTURES LIMITED","Financial Services","12/10/2016",14359685
"PVT","PIVOTAL METALS LIMITED","Materials","26/07/2018",6804194
"PVW","PVW RESOURCES LIMITED","Materials","12/11/2009",2386857
"PWH","PWR HOLDINGS LIMITED","Automobiles & Components","18/11/2015",710986844
"PWN","PARKWAY CORPORATE LIMITED","Materials","13/05/2011",30438252
"PWR","PETER WARREN AUTOMOTIVE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","27/04/2021",252355140
"PXA","PEXA GROUP LIMITED","Real Estate Management & Development","01/07/2021",2159603609
"PXX","POLARX LIMITED","Materials","21/12/2012",19004008
"PYC","PYC THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","30/03/2005",705745141
"QAL","QUALITAS LIMITED","Real Estate Management & Development","16/12/2021",888515004
"QAN","QANTAS AIRWAYS LIMITED","Transportation","31/07/1995",15737272502
"QBE","QBE INSURANCE GROUP LIMITED","Insurance","28/06/1973",35666561339
"QEM","QEM LIMITED","Materials","19/10/2018",9732518
"QFE","QUICKFEE LIMITED","Financial Services","11/07/2019",17433930
"QGL","QUANTUM GRAPHITE LIMITED","Materials","06/01/2014",167319480
"QML","QMINES LIMITED","Materials","06/05/2021",15112292
"QOR","QORIA LIMITED","Software & Services","29/08/2016",573258345
"QPM","QPM ENERGY LIMITED","Materials","14/03/2008",101011601
"QRI","QUALITAS REAL ESTATE INCOME FUND","Financial Services","27/11/2018",973722914
"QUB","QUBE HOLDINGS LIMITED","Transportation","04/01/2007",7624872772
"QUE","QUESTE COMMUNICATIONS LIMITED","Financial Services","11/11/1998",1082893
"QXR","QX RESOURCES LIMITED","Materials","17/02/2011",3930987
"R8R","REGENER8 RESOURCES NL","Materials","08/07/2022",6912850
"RAC","RACE ONCOLOGY LTD","Pharmaceuticals, Biotechnology & Life Sciences","13/07/2016",205005588
"RAD","RADIOPHARM THERANOSTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","25/11/2021",60683484
"RAG","RAGNAR METALS LIMITED","Materials","31/03/2005",9953706
"RAN","RANGE INTERNATIONAL LIMITED","Materials","22/07/2016",1408935
"RAS","RAGUSA MINERALS LTD","Materials","13/07/2010",2138982
"RAU","RESOURO STRATEGIC METALS INC.","Materials","14/06/2024",16019448
"RB6","RUBIX RESOURCES LIMITED","Materials","23/12/2021",4608750
"RBD","RESTAURANT BRANDS NEW ZEALAND LIMITED","Consumer Services","28/09/2017",355561791
"RBR","RBR GROUP LIMITED","Materials","02/02/2007",3120285
"RBX","RESOURCE BASE LIMITED.","Materials","12/07/2021",3225166
"RC1","REDCASTLE RESOURCES LIMITED","Materials","21/03/2003",3717835
"RCE","RECCE PHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","15/01/2016",83840574
"RCL","READCLOUD LIMITED","Software & Services","07/02/2018",17666273
"RCM","RAPID CRITICAL METALS LIMITED","Materials","15/12/2021",2489889
"RCR","RINCON RESOURCES LIMITED","Materials","21/12/2020",3803312
"RCT","REEF CASINO TRUST","Consumer Services","11/02/1994",154383212
"RDG","RESOURCE DEVELOPMENT GROUP LIMITED","Capital Goods","19/05/2011",20656007
"RDM","RED METAL LIMITED","Materials","27/10/2003",48553831
"RDN","RAIDEN RESOURCES LIMITED","Materials","12/03/1987",20705349
"RDS","REDSTONE RESOURCES LIMITED","Materials","03/08/2006",5171337
"RDX","REDOX LIMITED","Capital Goods","03/07/2023",1149928327
"RDY","READYTECH HOLDINGS LIMITED","Software & Services","17/04/2019",273593768
"REA","REA GROUP LTD","Media & Entertainment","01/12/1999",31828358747
"REC","RECHARGE METALS LIMITED","Materials","11/10/2021",4625819
"REE","RAREX LIMITED","Materials","11/07/2007",16562952
"REG","REGIS HEALTHCARE LIMITED","Health Care Equipment & Services","07/10/2014",2292507554
"REH","REECE LIMITED","Capital Goods","01/01/1974",10432644523
"REM","REMSENSE TECHNOLOGIES LIMITED","Capital Goods","02/11/2021",9699571
"REP","RAM ESSENTIAL SERVICES PROPERTY FUND","Equity Real Estate Investment Trusts (REITs)","20/10/2021",285664283
"REX","REGIONAL EXPRESS HOLDINGS LIMITED","Transportation","09/11/2005","SUSPENDED"
"REY","REY RESOURCES LIMITED","Energy","05/06/2006",5712144
"REZ","RESOURCES & ENERGY GROUP LIMITED","Materials","11/03/2005",11417865
"RF1","REGAL INVESTMENT FUND","Not Applic","17/06/2019",597371325
"RFF","RURAL FUNDS GROUP","Equity Real Estate Investment Trusts (REITs)","14/02/2014",703450013
"RFG","RETAIL FOOD GROUP LIMITED","Consumer Services","22/06/2006",111072843
"RFT","RECTIFIER TECHNOLOGIES LTD","Capital Goods","22/09/1994",7605293
"RFX","REDFLOW LIMITED","Capital Goods","14/12/2010","SUSPENDED"
"RG8","REGAL ASIAN INVESTMENTS LIMITED","Not Applic","13/11/2019",284477701
"RGL","RIVERSGOLD LIMITED","Materials","10/10/2017",6734850
"RGN","REGION GROUP","Equity Real Estate Investment Trusts (REITs)","26/11/2012",2799769842
"RGT","ARGENT BIOPHARMA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","21/12/2006",6496484
"RHC","RAMSAY HEALTH CARE LIMITED","Health Care Equipment & Services","24/09/1997",8769224520
"RHI","RED HILL MINERALS LIMITED","Materials","14/02/2006",211621163
"RHT","RESONANCE HEALTH LIMITED","Health Care Equipment & Services","23/10/1987",18384646
"RHY","RHYTHM BIOSCIENCES LIMITED","Health Care Equipment & Services","07/12/2017",17897079
"RIC","RIDLEY CORPORATION LIMITED","Food, Beverage & Tobacco","13/08/1987",997167680
"RIE","RIEDEL RESOURCES LIMITED","Materials","31/01/2011",1667882
"RIL","REDIVIUM LIMITED","Materials","05/12/2003","SUSPENDED"
"RIM","RIMFIRE PACIFIC MINING LIMITED","Materials","04/03/1997",47839984
"RIO","RIO TINTO LIMITED","Materials","19/09/1962",40837495922
"RKN","RECKON LIMITED","Software & Services","19/07/1999",56647416
"RKT","ROCKETDNA LTD.","Technology Hardware & Equipment","18/06/2018",9155232
"RLC","REEDY LAGOON CORPORATION LIMITED","Materials","22/06/2007",1165060
"RLF","RLF AGTECH LTD","Materials","21/04/2022",20454764
"RLG","ROOLIFE GROUP LTD","Media & Entertainment","16/11/2016",7963906
"RLT","RENERGEN LIMITED","Energy","06/06/2019",149301023
"RMC","RESIMAC GROUP LTD","Financial Services","19/03/2001",336199660
"RMD","RESMED INC","Health Care Equipment & Services","25/11/1999",56365174208
"RMI","RESOURCE MINING CORPORATION LIMITED","Materials","14/02/1985",15423520
"RML","RESOLUTION MINERALS LTD","Materials","22/09/2017",9464163
"RMS","RAMELIUS RESOURCES LIMITED","Materials","31/03/2003",3326170451
"RMX","RED MOUNTAIN MINING LIMITED","Materials","01/09/2011",4184620
"RMY","RMA GLOBAL LIMITED","Media & Entertainment","05/07/2018",23915939
"RND","RAND MINING LIMITED","Materials","15/08/1985",110623744
"RNT","RENT.COM.AU LIMITED","Media & Entertainment","26/05/1994",26441158
"RNU","RENASCOR RESOURCES LIMITED","Materials","15/12/2010",160216277
"RNV","RENERVE LIMITED","Health Care Equipment & Services","26/11/2024",14962922
"RNX","RENEGADE EXPLORATION LIMITED","Materials","14/11/2006",5153454
"ROC","ROCKETBOOTS LIMITED","Software & Services","07/12/2021",11941320
"ROG","RED SKY ENERGY LIMITED.","Energy","23/05/2007",27111136
"RON","RONIN RESOURCES LTD","Materials","16/12/2021",7065627
"RPG","RAPTIS GROUP LIMITED","Real Estate Management & Development","17/07/1986",7013697
"RPL","REGAL PARTNERS LIMITED","Financial Services","21/06/2019",769230787
"RPM","RPM AUTOMOTIVE GROUP LIMITED","Automobiles & Components","10/11/1983",15995214
"RR1","REACH RESOURCES LIMITED","Materials","06/11/2002",7869882
"RRL","REGIS RESOURCES LIMITED","Materials","19/02/1987",3890710330
"RRR","REVOLVER RESOURCES HOLDINGS LTD","Materials","23/09/2021",7735679
"RSG","RESOLUTE MINING LIMITED","Materials","11/01/1979",1288075258
"RTG","RTG MINING INC.","Materials","05/06/2014",66909689
"RTH","RAS TECHNOLOGY HOLDINGS LIMITED","Commercial & Professional Services","23/11/2021",44155800
"RTR","RUMBLE RESOURCES LIMITED","Materials","01/07/2011",24723404
"RUL","RPMGLOBAL HOLDINGS LIMITED","Software & Services","27/05/2008",670322249
"RVT","RICHMOND VANADIUM TECHNOLOGY LIMITED","Materials","13/12/2022",29573789
"RWC","RELIANCE WORLDWIDE CORPORATION LIMITED","Capital Goods","29/04/2016",3357160692
"RWD","REWARD MINERALS LTD","Materials","12/12/1991",13093759
"RWL","RUBICON WATER LIMITED","Technology Hardware & Equipment","02/09/2021",48139020
"RXH","REWARDLE HOLDINGS LIMITED","Media & Entertainment","07/10/2014","SUSPENDED"
"RXL","ROX RESOURCES LIMITED","Materials","27/04/2004",219759038
"RXR","ROBEX RESOURCES INC.","Materials","05/06/2025",784026803
"RYD","RYDER CAPITAL LIMITED","Not Applic","28/09/2015",105455524
"RZI","RAIZ INVEST LIMITED","Financial Services","21/06/2018",65295602
"S2R","S2 RESOURCES LTD","Materials","19/10/2015",38492929
"S32","SOUTH32 LIMITED","Materials","18/05/2015",13611948125
"S66","STAR COMBO PHARMA LIMITED","Household & Personal Products","16/05/2018",21613277
"SAN","SAGALIO ENERGY LIMITED","Energy","15/12/2011",818641
"SB2","SALTER BROTHERS EMERGING COMPANIES LIMITED","Not Applic","16/06/2021",61809580
"SBM","ST BARBARA LIMITED","Materials","15/05/1969",378996219
"SBR","SABRE RESOURCES LIMITED","Materials","17/12/1987",3155695
"SCG","SCENTRE GROUP","Equity Real Estate Investment Trusts (REITs)","25/06/2014",19324143473
"SCN","SCORPION MINERALS LIMITED","Materials","07/03/2007",9957068
"SCP","SCALARE PARTNERS HOLDINGS LIMITED","Consumer Staples Distribution & Retail","19/02/2019",14707259
"SCT","SCOUT SECURITY LIMITED","Consumer Services","25/08/2017","SUSPENDED"
"SDF","STEADFAST GROUP LIMITED","Insurance","02/08/2013",6516052076
"SDI","SDI LIMITED","Health Care Equipment & Services","07/11/1985",101035701
"SDR","SITEMINDER LIMITED","Software & Services","08/11/2021",1351111112
"SDV","SCIDEV LTD","Materials","02/05/2002",60828223
"SEC","SPHERIA EMERGING COMPANIES LIMITED","Not Applic","05/12/2017",143599078
"SEG","SPORTS ENTERTAINMENT GROUP LIMITED","Media & Entertainment","28/11/2000",65202134
"SEK","SEEK LIMITED","Media & Entertainment","19/04/2005",8624343992
"SEN","SENETAS CORPORATION LIMITED","Technology Hardware & Equipment","21/06/1984",31464363
"SEQ","SEQUOIA FINANCIAL GROUP LTD","Financial Services","19/09/2000",44494884
"SER","STRATEGIC ENERGY RESOURCES LIMITED","Materials","15/08/1991",5368267
"SFC","SCHAFFER CORPORATION LIMITED","Automobiles & Components","01/01/1974",292066442
"SFG","SEAFARMS GROUP LIMITED","Food, Beverage & Tobacco","14/06/1990",7254899
"SFM","SANTA FE MINERALS LTD","Materials","07/10/2011",2839933
"SFR","SANDFIRE RESOURCES LIMITED","Materials","04/03/2004",5375731481
"SFX","SHEFFIELD RESOURCES LIMITED","Materials","15/12/2010",63168792
"SGA","SARYTOGAN GRAPHITE LIMITED","Materials","18/07/2022",9773100
"SGH","SGH LIMITED","Capital Goods","30/04/2010",22018600835
"SGI","STEALTH GROUP HOLDINGS LTD","Capital Goods","02/10/2018",103626362
"SGLLV","RICEGROWERS LIMITED","Food, Beverage & Tobacco","08/04/2019",709770285
"SGM","SIMS LIMITED","Materials","21/10/2005",3033608730
"SGP","STOCKLAND","Equity Real Estate Investment Trusts (REITs)","19/02/1987",13198999000
"SGQ","ST GEORGE MINING LIMITED","Materials","16/11/2010",72166206
"SGR","THE STAR ENTERTAINMENT GROUP LIMITED","Consumer Services","06/06/2011",344241705
"SHA","SHAPE AUSTRALIA CORPORATION LIMITED","Capital Goods","17/12/2021",282193699
"SHE","STONEHORSE ENERGY LIMITED","Energy","24/07/2000",3422300
"SHG","SINGULAR HEALTH GROUP LTD","Health Care Equipment & Services","12/02/2021",102744735
"SHJ","SHINE JUSTICE LTD","Consumer Services","15/05/2013",119177756
"SHL","SONIC HEALTHCARE LIMITED","Health Care Equipment & Services","30/04/1987",12706685086
"SHM","SHRIRO HOLDINGS LIMITED","Consumer Durables & Apparel","23/06/2015",51412120
"SHN","SUNSHINE METALS LIMITED","Materials","25/01/2002",27139383
"SHO","SPORTSHERO LIMITED","Media & Entertainment","12/06/2008",17554706
"SHP","SOUTH HARZ POTASH LTD","Materials","20/01/2017",3859550
"SHV","SELECT HARVESTS LIMITED","Food, Beverage & Tobacco","15/06/1978",643747605
"SIG","SIGMA HEALTHCARE LIMITED","Health Care Equipment & Services","30/10/2002",35900915820
"SIO","SIMONDS GROUP LIMITED","Consumer Durables & Apparel","17/11/2014",53985968
"SIQ","SMARTGROUP CORPORATION LTD","Commercial & Professional Services","02/07/2014",985141678
"SIS","SIMBLE SOLUTIONS LIMITED","Software & Services","22/02/2018",2628991
"SIT","SITE GROUP INTERNATIONAL LIMITED","Consumer Services","21/08/1987","SUSPENDED"
"SIV","SIV CAPITAL LIMITED","Capital Goods","31/05/2005","SUSPENDED"
"SIX","SPRINTEX LIMITED","Automobiles & Components","29/05/2008",27660420
"SKC","SKYCITY ENTERTAINMENT GROUP LIMITED","Consumer Services","29/03/1999",661378532
"SKK","STAKK LIMITED","Telecommunication Services","15/06/2004",10375398
"SKM","SKYLARK MINERALS LIMITED","Materials","16/08/2006","--"
"SKN","SKIN ELEMENTS LIMITED","Household & Personal Products","06/01/2017",3225642
"SKO","SERKO LIMITED","Software & Services","25/06/2018",323960390
"SKS","SKS TECHNOLOGIES GROUP LIMITED","Capital Goods","01/01/1974",197872288
"SKT","SKY NETWORK TELEVISION LIMITED.","Media & Entertainment","04/07/2005",346941025
"SKY","SKY METALS LIMITED","Materials","11/03/2004",33403049
"SLA","SOLARA MINERALS LTD","Materials","17/11/2021",8407799
"SLB","STELAR METALS LIMITED","Materials","18/03/2022",3559244
"SLC","SUPERLOOP LIMITED","Telecommunication Services","04/06/2015",1463994432
"SLH","SILK LOGISTICS HOLDINGS LIMITED","Transportation","09/07/2021",122321397
"SLM","SOLIS MINERALS LTD.","Materials","24/12/2021",14108018
"SLS","SOLSTICE MINERALS LIMITED","Materials","02/05/2022",28061267
"SLX","SILEX SYSTEMS LIMITED","Capital Goods","07/05/1998",830988977
"SLZ","SULTAN RESOURCES LTD","Materials","16/08/2018",1157350
"SM1","SYNLAIT MILK LIMITED","Food, Beverage & Tobacco","25/11/2016",383030792
"SMI","SANTANA MINERALS LIMITED","Materials","31/05/2013",426404018
"SMM","SOMERSET MINERALS LIMITED","Materials","15/08/2018",8877407
"SMN","STRUCTURAL MONITORING SYSTEMS PLC","Technology Hardware & Equipment","16/08/2004",60989994
"SMP","SMARTPAY HOLDINGS LIMITED","Financial Services","04/09/2013",228636573
"SMR","STANMORE RESOURCES LIMITED","Materials","09/12/2009",1730671937
"SMS","STAR MINERALS LIMITED","Materials","27/10/2021",4273553
"SMX","STRATA MINERALS LIMITED.","Materials","07/05/2021",3183078
"SNC","SANDON CAPITAL INVESTMENTS LIMITED","Not Applic","23/12/2013",117218285
"SND","SAUNDERS INTERNATIONAL LIMITED","Capital Goods","05/12/2007",97361652
"SNG","SIREN GOLD LIMITED","Materials","07/10/2020",12919266
"SNL","SUPPLY NETWORK LIMITED","Consumer Discretionary Distribution & Retail","10/09/1987",1754833798
"SNS","SENSEN NETWORKS LIMITED","Software & Services","31/05/2007",25377199
"SNT","SYNTARA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","10/11/2003",105571574
"SNX","SIERRA NEVADA GOLD INC.","Materials","03/05/2022",4939774
"SNZ","SUMMERSET GROUP HOLDINGS LIMITED","Health Care Equipment & Services","18/07/2013",2385217078
"SOC","SOCO CORPORATION LTD","Software & Services","23/12/2022",9476146
"SOL","WASHINGTON H SOUL PATTINSON & COMPANY LIMITED","Financial Services","21/01/1903",14765892613
"SOM","SOMNOMED LIMITED","Health Care Equipment & Services","27/08/2004",133987117
"SOP","SYNERTEC CORPORATION LIMITED","Commercial & Professional Services","28/05/2013",15580033
"SOR","STRATEGIC ELEMENTS LIMITED","Financial Services","11/08/2011",14533062
"SP3","SPECTUR LIMITED","Technology Hardware & Equipment","01/08/2017",4622252
"SP8","STREAMPLAY STUDIO LIMITED","Media & Entertainment","09/06/1971",7688187
"SPA","SPACETALK LTD","Software & Services","17/07/2001",11666029
"SPD","SOUTHERN PALLADIUM LIMITED","Materials","08/06/2022",43201250
"SPG","SPC GLOBAL HOLDINGS LTD","Food, Beverage & Tobacco","29/06/2012",62719112
"SPK","SPARK NEW ZEALAND LIMITED","Telecommunication Services","22/08/1991",3948684040
"SPL","STARPHARMA HOLDINGS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","28/09/2000",39313129
"SPN","SPARC TECHNOLOGIES LIMITED","Materials","03/07/1986",18716976
"SPQ","SUPERIOR RESOURCES LIMITED","Materials","12/11/2007",10669422
"SPR","SPARTAN RESOURCES LIMITED","Materials","11/12/2009",2883522562
"SPX","SPENDA LIMITED","Software & Services","29/05/2002",27691293
"SPZ","SMART PARKING LIMITED","Commercial & Professional Services","09/01/2007",346652681
"SQX","SQX RESOURCES LIMITED","Materials","20/02/2023",2531250
"SRG","SRG GLOBAL LIMITED","Capital Goods","17/08/2007",914997153
"SRH","SAFEROADS HOLDINGS LIMITED","Transportation","15/12/2005",4326835
"SRI","SIPA RESOURCES LIMITED","Materials","23/08/1990",4996780
"SRJ","SRJ TECHNOLOGIES GROUP PLC","Energy","18/09/2020",7487142
"SRK","STRIKE RESOURCES LIMITED","Materials","07/03/2000",9931250
"SRL","SUNRISE ENERGY METALS LIMITED","Materials","09/11/2007",40602374
"SRN","SUREFIRE RESOURCES NL","Materials","11/06/1999",3729668
"SRR","SARAMA RESOURCES LTD","Materials","02/05/2022",12637468
"SRT","STRATA INVESTMENT HOLDINGS PLC","Materials","27/05/2021","SUSPENDED"
"SRV","SERVCORP LIMITED","Real Estate Management & Development","06/12/1999",562549462
"SRY","STORY-I LIMITED","Consumer Discretionary Distribution & Retail","20/01/2015","SUSPENDED"
"SRZ","STELLAR RESOURCES LIMITED","Materials","28/04/2005",35355760
"SS1","SUN SILVER LIMITED","Materials","15/05/2024",108381278
"SSG","SHAVER SHOP GROUP LIMITED","Consumer Discretionary Distribution & Retail","01/07/2016",176211804
"SSH","SSH GROUP LTD","Energy","17/09/2021",8896480
"SSL","SIETEL LIMITED","Real Estate Management & Development","01/01/1974",77752621
"SSM","SERVICE STREAM LIMITED","Capital Goods","09/12/2004",1188789471
"SST","STEAMSHIPS TRADING COMPANY LIMITED","Capital Goods","30/06/1962",419231364
"ST1","SPIRIT TECHNOLOGY SOLUTIONS LTD","Software & Services","22/10/1999",77972297
"STA","STRANDLINE RESOURCES LIMITED","Materials","17/05/2000","SUSPENDED"
"STG","STRAKER LIMITED","Media & Entertainment","22/10/2018",27022506
"STK","STRICKLAND METALS LIMITED","Materials","06/04/2006",339353970
"STM","SUNSTONE METALS LTD","Materials","22/03/2007",108977149
"STN","SATURN METALS LIMITED","Materials","09/03/2018",158582777
"STO","SANTOS LIMITED","Energy","01/10/1954",21240435165
"STP","STEP ONE CLOTHING LIMITED","Consumer Discretionary Distribution & Retail","01/11/2021",127884801
"STX","STRIKE ENERGY LIMITED","Energy","05/08/2004",487372641
"SUH","SOUTHERN HEMISPHERE MINING LIMITED","Materials","05/01/2010",19878481
"SUL","SUPER RETAIL GROUP LIMITED","Consumer Discretionary Distribution & Retail","06/07/2004",3247385070
"SUM","SUMMIT MINERALS LIMITED","Materials","05/08/2022",3365891
"SUN","SUNCORP GROUP LIMITED","Insurance","07/07/1988",22937252815
"SVG","SAVANNAH GOLDFIELDS LIMITED","Materials","02/04/1987",25114695
"SVL","SILVER MINES LIMITED","Materials","19/01/2007",195775293
"SVM","SOVEREIGN METALS LIMITED","Materials","22/01/2007",436683625
"SVR","SOLVAR LIMITED","Financial Services","19/10/2006",326082171
"SVY","STAVELY MINERALS LIMITED","Materials","07/05/2014",6528505
"SW1","SWIFT NETWORKS GROUP LIMITED","Media & Entertainment","30/06/1994",8077054
"SWM","SEVEN WEST MEDIA LIMITED","Media & Entertainment","09/01/1992",238566778
"SWP","SWOOP HOLDINGS LIMITED","Telecommunication Services","06/10/1988",21447862
"SX2","SOUTHERN CROSS GOLD CONSOLIDATED LTD.","Materials","16/01/2025",1767585289
"SXE","SOUTHERN CROSS ELECTRICAL ENGINEERING LTD","Capital Goods","28/11/2007",453461624
"SXL","SOUTHERN CROSS MEDIA GROUP LIMITED","Media & Entertainment","17/11/2005",151136464
"SYA","SAYONA MINING LIMITED","Materials","30/03/2004",196236032
"SYL","SYMAL GROUP LIMITED","Capital Goods","21/11/2024",392026790
"SYR","SYRAH RESOURCES LIMITED","Materials","11/09/2007",297039772
"T3D","333D LIMITED","Commercial & Professional Services","27/12/2006",880917
"T88","TAITON RESOURCES LIMITED","Materials","19/12/2022",5360931
"T92","TERRA URANIUM LIMITED","Energy","08/09/2022",3465123
"TAH","TABCORP HOLDINGS LIMITED","Consumer Services","15/08/1994",1623236372
"TALDE","TALIUS GROUP LIMITED","Software & Services","02/06/2006","--"
"TAM","TANAMI GOLD NL","Materials","11/12/1986",56404658
"TAR","TARUGA MINERALS LIMITED","Materials","07/02/2012",6423787
"TAS","TASMAN RESOURCES LTD","Materials","18/12/2001",3682852
"TASN","TASMAN RESOURCES LTD","Materials","18/12/2001",3682852
"TAT","TARTANA MINERALS LIMITED","Media & Entertainment","17/12/2004",9208273
"TBN","TAMBORAN RESOURCES CORPORATION","Energy","02/07/2021",480241542
"TBR","TRIBUNE RESOURCES LIMITED","Materials","04/05/1989",266013150
"TCF","360 CAPITAL MORTGAGE REIT","Not Applic","17/10/2006",37882645
"TCG","TURACO GOLD LIMITED","Materials","22/07/2008",456510638
"TCL","TRANSURBAN GROUP","Transportation","14/03/1996",44418759717
"TCO","TRANSMETRO CORPORATION LIMITED","Consumer Services","17/09/1987",26765556
"TD1","TALI DIGITAL LIMITED","Health Care Equipment & Services","23/09/2004",3295156
"TDO","3D ENERGI LIMITED","Energy","22/05/2007",43351562
"TEA","TASMEA LIMITED","Capital Goods","29/04/2024",716158970
"TEE","TOP END ENERGY LIMITED","Energy","04/04/2022",15081188
"TEG","TRIANGLE ENERGY (GLOBAL) LIMITED","Energy","06/01/2006",6267702
"TEK","THORNEY TECHNOLOGIES LTD","Not Applic","10/05/2005",37783302
"TEM","TEMPEST MINERALS LIMITED","Materials","28/03/2017",3305384
"TEMNB","TEMPEST MINERALS LIMITED","Materials","28/03/2017",3305384
"TER","TERRACOM LIMITED","Energy","22/07/2010",47257008
"TFL","TASFOODS LIMITED","Food, Beverage & Tobacco","16/12/1999",1748382
"TG1","TECHGEN METALS LTD","Materials","07/04/2021",3807977
"TG6","TG METALS LIMITED","Materials","26/05/2022",9677419
"TGF","TRIBECA GLOBAL NATURAL RESOURCES LIMITED","Not Applic","12/10/2018",111096627
"TGH","TERRAGEN HOLDINGS LIMITED","Materials","11/12/2019",12625429
"TGM","THETA GOLD MINES LIMITED","Materials","07/04/2011",123120008
"TGN","TUNGSTEN MINING NL","Materials","17/12/2012",55704503
"TGP","360 CAPITAL GROUP","Financial Services","26/07/2005",129373643
"THB","THUNDERBIRD RESOURCES LIMITED","Materials","29/08/1997",4676897
"THL","TOURISM HOLDINGS RENTALS LIMITED","Transportation","02/12/2022",277478075
"THR","THOR ENERGY PLC","Materials","27/09/2006",10050726
"TI1","TOMBADOR IRON LIMITED","Materials","22/11/2004","SUSPENDED"
"TIA","TIAN AN AUSTRALIA LIMITED","Real Estate Management & Development","11/12/1985",14290457
"TIG","TIGERS REALM COAL LIMITED","Materials","29/08/2011","SUSPENDED"
"TIP","TEAMINVEST PRIVATE GROUP LIMITED","Financial Services","24/05/2019",47315608
"TKL","TRAKA RESOURCES LIMITED","Materials","20/11/2003",4251580
"TKM","TREK METALS LIMITED","Materials","05/07/2007",36963540
"TLC","THE LOTTERY CORPORATION LIMITED","Consumer Services","24/05/2022",11306920251
"TLG","TALGA GROUP LTD","Materials","09/07/2010",181813210
"TLM","TALISMAN MINING LIMITED","Materials","25/11/2005",26364849
"TLS","TELSTRA GROUP LIMITED","Telecommunication Services","17/11/1997",55384576445
"TLX","TELIX PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","15/11/2017",8939915493
"TM1","TERRA METALS LIMITED","Energy","20/12/2012",16605402
"TMB","TAMBOURAH METALS LTD","Materials","12/08/2021",2941801
"TMG","TRIGG MINERALS LIMITED","Materials","03/10/2019",92386990
"TMK","TMK ENERGY LIMITED","Energy","10/07/2008",30667149
"TML","TIMAH RESOURCES LIMITED","Utilities","16/09/2015",3106592
